ReactionID,minFlux,maxFlux
MAR05146,0.0576657,0.06697861
MAR05147,0.065674825,0.079391185
MAR05148,0.03524015,0.041540059
MAR05149,0.0128146,0.014973928
MAR05150,0.056063875,0.067239367
MAR07171,0,0.064259083
MAR07174,0,0.029602737
MAR07175,0,0.029602737
MAR07180,0,0.067278948
MAR07181,0,0.067278948
MAR07436,0,0.265171385
MAR07438,0,0.064259083
MAR07440,0,0.030708234
MAR08257,0,0.265171385
MAR01532,-0.03285621,5.59E-17
MAR07254,0,0.03285621
MAR07261,0,0
MAR07263,-1.95E-17,0
MAR07264,3.28E-19,0.043270502
MAR07265,0,0.043270502
MAR07266,0,0.043270502
MAR07267,0,0.043270502
MAR07268,0,0.043270502
MAR07269,0,0.043270502
MAR07270,0,0.043270502
MAR07271,4.39E-16,0.659524427
MAR07274,0,0.043270502
MAR07275,0,0.043270502
MAR07276,0,0.043270502
MAR07277,0,0.043270502
MAR07278,0,0.129811505
MAR07279,0,0.043270502
MAR07280,2.76E-19,0.043270502
MAR07281,0,0.043270502
MAR07285,0,0.043270502
MAR07286,0,0.043270502
MAR07287,0,0.043270502
MAR07288,0,0.040406066
MAR07289,0,0.043270502
MAR07290,0,0.043270502
MAR07291,0,0
MAR07293,0,0.040466547
MAR07300,0,0.040883566
MAR07308,0,0.043270502
MAR07309,0,0.043270502
MAR07310,0,0.043270502
MAR07311,0,0
MAR07312,0,0
MAR07313,0,0.043270502
MAR07314,0,0.043270502
MAR07315,0,0.043270502
MAR07316,0,0
MAR07317,0,0.043270502
MAR07318,0,0.043270502
MAR07319,0,0.043270502
MAR07320,0,0.043270502
MAR07321,0,0.043270502
MAR07322,0,0.043270502
MAR07323,0,0.043270502
MAR07324,0,0.043270502
MAR07325,0,0.043270502
MAR07327,0,0.03910075
MAR07332,0,0.037043095
MAR07333,0,0.037043095
MAR07334,0,0.037043095
MAR07428,0,0.036503256
MAR07574,0,0.043270502
MAR07575,0,0.036503256
MAR07576,3.67E-32,0.036503256
MAR07577,0,0.036503256
MAR07578,0,0.036503256
MAR07580,0,1.004967757
MAR07582,0,0.038956403
MAR07585,0,0
MAR07586,0,0
MAR07587,0,0
MAR08691,0,0.043270502
MAR08693,0,0.03910075
MAR05151,0,0.000217238
MAR05156,0,0.001862582
MAR05157,0,0.00152404
MAR05164,0,0.000199023
MAR05165,0,0.000260811
MAR05166,0.001601825,0.002033691
MAR05171,0.001601825,0.001779806
MAR07617,0,0
MAR07618,0,0
MAR09735,0,0.455768409
MAR07621,0,0.455768409
MAR07622,0,0.455768409
MAR07624,0,0
MAR07626,0,0
MAR05267,0,0.001862582
MAR05274,0,0
MAR05282,0.002998112,0.003581578
MAR05284,0,0
MAR05288,0,0
MAR05407,0,1.138636696
MAR03915,0,0.008398175
MAR04084,0,0
MAR04187,0,0
MAR08662,-1000,0
MAR08663,-1000,0
MAR08667,0,0
MAR08668,-1000,0
MAR00710,0,1.852360269
MAR03787,0,0.464099137
MAR03957,0,1.972334642
MAR03958,0,1.972334642
MAR04111,0,0
MAR04112,0,0
MAR04113,0,0
MAR04139,0,1.741025186
MAR04141,-0.837165419,2.724539283
MAR04145,-1.236345036,1.01
MAR04147,0,2.825939692
MAR04149,0,0.883562392
MAR04152,-2.825939692,0
MAR04209,0,0
MAR04408,-14.89754536,0
MAR04410,-2.724539283,13.98433686
MAR04454,0,1000
MAR04456,0,0
MAR04458,0,0
MAR04585,0,0
MAR04586,0,1000
MAR04587,0,0
MAR04588,-1000,0
MAR04589,0,1000
MAR04652,-999.7725692,2.825939692
MAR05294,0,0.928847866
MAR05297,0,0.582758877
MAR06411,0,0
MAR06413,0,0
MAR06414,0,0
MAR08743,0,1000
MAR08772,0,0.659743248
MAR08773,0,0.659743248
MAR08775,0,0.659743248
MAR08777,0,0.418423438
MAR08778,0,0.418423438
MAR08780,0,0.659743248
MAR03975,0,0
MAR03977,0,0
MAR03979,0,0.477314581
MAR06911,0,1000
MAR06912,0.011212775,3.020606029
MAR06914,0,2.242934246
MAR06916,5,13.67796299
MAR06918,3.248683869,4.777312875
MAR06921,2.775377161,5.423421603
MAR03960,0.410323652,0.5
MAR03980,0,0.472824704
MAR03982,0,0.222664913
MAR08410,0.001,0.023886564
MAR00188,0,0.220979029
MAR00192,0,0.0016638
MAR00196,0,0.252227299
MAR00200,-0.114434084,0
MAR00204,-0.149893871,0
MAR00209,0,0.149893871
MAR00213,0,0.001333126
MAR00217,0,0
MAR00226,0,1000
MAR00233,0,0.178480881
MAR00237,0,0.001001022
MAR00241,-0.098827483,0
MAR00245,0,0.098827483
MAR00249,0,0.297315112
MAR00255,-0.224261535,0
MAR00259,0,0.13915699
MAR00263,0,0
MAR00267,0,0.281692714
MAR00271,-0.000328846,0.224157933
MAR00275,-0.13541278,0
MAR00279,0,0.194188677
MAR00283,0,0.353407672
MAR00289,-0.131626014,0
MAR00293,0,0.342142311
MAR00297,-0.124290406,0
MAR00301,0,0.128328313
MAR00305,0,0.076014089
MAR00309,0,0.178787328
MAR00313,-0.642587782,0.256054755
MAR00319,-0.653217775,0.180866612
MAR00323,0,0.118323645
MAR00327,0,0.165655807
MAR00331,0,0.639661285
MAR00337,0,0.653625911
MAR00341,0,0.504576185
MAR00345,0,0.510844639
MAR00349,-0.348167918,0.006952328
MAR00353,0,0.133108641
MAR00357,0,0.131286939
MAR00361,0,0.138772689
MAR00365,0,0.137549605
MAR00369,-0.1329634,0
MAR00373,-0.087104719,0
MAR00377,0,0.147016017
MAR00381,-0.017202328,0
MAR00385,-0.017498709,0
MAR00389,-0.127047697,0
MAR00393,-0.1416293,0
MAR00397,0,0.158496531
MAR00401,0,0.130416219
MAR00405,0,0.128038499
MAR00409,0,0.136993956
MAR00413,0,0.139736481
MAR00417,-0.141465481,0
MAR00421,-0.092516215,0
MAR00425,-0.120537695,0
MAR00429,-0.163065452,0
MAR00433,-0.157112029,0
MAR00437,0,0.125486177
MAR02942,0,0
MAR02943,0,0
MAR02944,0,0
MAR02945,0,0
MAR02946,0,0
MAR02947,0,0
MAR02948,0,0
MAR02949,-0.136087506,0.10272337
MAR02951,0,0
MAR02952,0,0
MAR02954,0,0
MAR02955,0,0
MAR02956,0,0
MAR02957,0,0
MAR02959,0,0
MAR02961,0,0
MAR02962,0,0
MAR02963,0,0
MAR02964,0,0
MAR02965,0,0
MAR02966,0,0
MAR02967,0,0
MAR02968,0,0
MAR02969,0,0
MAR02970,0,0
MAR02971,0,0
MAR02972,0,0
MAR02973,0,0.128143332
MAR02974,0,-5.14E-25
MAR02975,0,0
MAR02976,0,0
MAR02977,0,0
MAR02978,0,0
MAR02979,0,0
MAR02980,0,0
MAR02981,0,0.346502687
MAR02982,0,0.082981497
MAR02983,0,0
MAR02984,0,8.65E-66
MAR02985,0,0
MAR02986,0,0
MAR02987,0,0
MAR02988,0,0
MAR02989,0,0
MAR02990,0,0
MAR02991,0,0
MAR02992,0,3.37E-34
MAR02994,0,-1.23E-68
MAR02996,0,0.059265157
MAR02998,0,0
MAR02999,0,0
MAR03000,0,0
MAR03001,0,0
MAR03002,0,0
MAR03003,0,0
MAR02152,9.14E-18,0.273724546
MAR02153,0,0.273724546
MAR02154,0,0.273724546
MAR02155,0,0.273724546
MAR02156,0,0.273724546
MAR02157,0,0.273724546
MAR02158,0,0.273724546
MAR02159,0,0.273724546
MAR02160,0,0.273724546
MAR02161,0,0.273724546
MAR02162,0,0.273724546
MAR02163,-1.70E-19,0.273724546
MAR02164,0,0.273724546
MAR02165,-2.13E-32,0.273724546
MAR02166,0,0.273724546
MAR02167,0,0.273724546
MAR02168,0,0.273724546
MAR02169,0,0.273724546
MAR02170,3.79E-17,0.273724546
MAR02171,0,0.273724546
MAR02173,0,0.247933158
MAR02174,0,0.247933158
MAR02175,0,0.247933158
MAR02176,0,0.247933158
MAR02178,0,0.233692629
MAR02179,0,0.233692629
MAR02180,0,0.233692629
MAR02181,0,0.233692629
MAR04156,0,3.26471592
MAR02227,0,0.261444678
MAR02228,0,0.261444678
MAR02229,0,0.261444678
MAR02230,0,0.261444678
MAR02231,0,0.261444678
MAR02232,0,0.261444678
MAR02233,0,0.261444678
MAR02234,0,0.261444678
MAR02235,0,0.261444678
MAR02236,0,0.261444678
MAR02237,0,0.261444678
MAR02238,0,0.261444678
MAR02239,0,0.261444678
MAR02240,0,0.261444678
MAR02241,0,0.261444678
MAR02242,0,0.261444678
MAR02243,0,0.261444678
MAR02244,0,0.261444678
MAR02245,0,0.261444678
MAR02246,0,0.261444678
MAR02247,0,0.261444678
MAR02249,0,0.234589622
MAR02250,0,0.234589622
MAR02251,0,0.234589622
MAR02252,0,0.234589622
MAR02254,0,0.212471016
MAR02255,0,0.212471016
MAR02256,0,0.212471016
MAR02257,0,0.212471016
MAR02305,0,0.183057184
MAR02307,0,0.183057184
MAR02309,0,0.183057184
MAR02311,0,0.183057184
MAR02315,0,0.172414433
MAR02317,0,0.172414433
MAR02319,2.65E-20,0.172414433
MAR02321,0,0.172414433
MAR02324,0,0.644718537
MAR02326,0,0.644718537
MAR02328,0,0.644718537
MAR02330,0,0.644718537
MAR02332,0,0.510838214
MAR02334,0,0.510838214
MAR02336,0,0.510838214
MAR02338,0,0.510838214
MAR02342,1.00E-19,0.131498253
MAR02343,0,0.131498253
MAR02344,0,0.131498253
MAR02345,0,0.131498253
MAR02347,2.33E-19,0.124164344
MAR02348,0,0.124164344
MAR02349,-7.83E-22,0.124164344
MAR02350,0,0.124164344
MAR02353,0,0.118203456
MAR02354,1.64E-18,0.118203456
MAR02355,0,0.118203456
MAR02356,0,0.118203456
MAR02361,0,0.128236023
MAR02362,-1.17E-19,0.128236023
MAR02363,0,0.128236023
MAR02364,0,0.128236023
MAR02190,0,0.28150869
MAR02191,0,0.28150869
MAR02193,0,0.28150869
