ReactionID,Compartment,MinFlux,MaxFlux
MAR04473,Pentose phosphate pathway,0,0
MAR04474,Pentose phosphate pathway,0,0.417610425243346
MAR04476,Pentose phosphate pathway,0,0
MAR04477,Pentose phosphate pathway,-1000,1000
MAR04501,Pentose phosphate pathway,-0.219973970748723,0.141106851611346
MAR04565,Pentose phosphate pathway,-0.219973892150553,1000
MAR04567,Pentose phosphate pathway,-1000,1000
MAR04568,Pentose phosphate pathway,-1000,1000
MAR04623,Pentose phosphate pathway,0,0
MAR04625,Pentose phosphate pathway,0,0.417606929478097
MAR04710,Pentose phosphate pathway,-0.805493026300475,0.659840683102099
MAR04841,Pentose phosphate pathway,0,0
MAR08074,Pentose phosphate pathway,0,0.799937879346089
MAR08653,Pentose phosphate pathway,0,0.000176537412656
MAR03998,Purine metabolism,0,0.799940267036391
MAR04000,Purine metabolism,0,0.39997013352337
MAR04002,Purine metabolism,-1.26590396236725,1000
MAR04004,Purine metabolism,-1000,1000
MAR04010,Purine metabolism,0,0.803137937759425
MAR04081,Purine metabolism,0,0.277712645920036
MAR04082,Purine metabolism,0,0.799937204430194
MAR04012,Purine metabolism,0,0.806751759088433
MAR04014,Purine metabolism,0,0.399968602212493
MAR04020,Purine metabolism,-1000,-3.13560000318702e-05
MAR04022,Purine metabolism,0,0.399968602212198
MAR04038,Purine metabolism,0,0.0775916913831812
MAR04040,Purine metabolism,0,0.403013022327674
MAR04042,Purine metabolism,0,0.154074681622299
MAR04046,Purine metabolism,0,0.326974131142931
MAR04048,Purine metabolism,0,0.399968687997784
MAR04080,Purine metabolism,0,0.16393942962062
MAR04085,Purine metabolism,-0.826494292057781,1000
MAR04086,Purine metabolism,0,0
MAR04134,Purine metabolism,0,0
MAR04135,Purine metabolism,0,1000
MAR04168,Purine metabolism,0,0.399981196142335
MAR04171,Purine metabolism,0,1000
MAR04290,Purine metabolism,0,0.01
MAR04406,Purine metabolism,0,0.0775938289426392
MAR04412,Purine metabolism,-0.154074681603735,0
MAR04417,Purine metabolism,0,0.803151246387424
MAR04418,Purine metabolism,-0.793178893076349,0.419833333074545
MAR04419,Purine metabolism,0,0.399968585083632
MAR04421,Purine metabolism,0,1000
MAR04449,Purine metabolism,0,0.803138375176218
MAR04450,Purine metabolism,0,0
MAR04451,Purine metabolism,0,1000
MAR04452,Purine metabolism,-1000,0.399973265086633
MAR04453,Purine metabolism,0,0.400010032699133
MAR04480,Purine metabolism,-0.799937137394068,0.816355942879779
MAR04481,Purine metabolism,0,0.163941470654435
MAR04482,Purine metabolism,0,0.163941470652537
MAR04486,Purine metabolism,0,0.938020780073026
MAR04487,Purine metabolism,0,0.938020780074796
MAR04488,Purine metabolism,0,0.938020780075572
MAR04489,Purine metabolism,0,0.938020780070475
MAR04492,Purine metabolism,0,0
MAR04493,Purine metabolism,0,0
MAR04495,Purine metabolism,0,0.01
MAR04496,Purine metabolism,0,0.01
MAR04518,Purine metabolism,0,0.399968688003166
MAR04519,Purine metabolism,0,0.406924339789391
MAR04520,Purine metabolism,0,0.013772229204676
MAR04573,Purine metabolism,0,1000
MAR04574,Purine metabolism,-0.106055323522705,0.806394928035748
MAR04600,Purine metabolism,0,0.799937457369355
MAR04602,Purine metabolism,0,0.816354212037309
MAR04603,Purine metabolism,-0.816354365916027,0.799937457380647
MAR04611,Purine metabolism,0,999.9999766
MAR04612,Purine metabolism,0,999.9999766
MAR04614,Purine metabolism,0,999.999968644
MAR04615,Purine metabolism,0,999.999968644
MAR04617,Purine metabolism,0,0.0213516135856917
MAR04618,Purine metabolism,0,0.816367964839969
MAR04619,Purine metabolism,0,0.0213513200943281
MAR04621,Purine metabolism,0,0.816367964840651
MAR04632,Purine metabolism,0,0.816353924833303
MAR04646,Purine metabolism,0,0.0912613569754695
MAR04648,Purine metabolism,0,0
MAR04649,Purine metabolism,0,0.0137724302458916
MAR04650,Purine metabolism,0,0
MAR04651,Purine metabolism,-0.0845263621630086,1000
MAR04663,Purine metabolism,0,0.803139629178724
MAR04664,Purine metabolism,0,0.803180345182294
MAR04694,Purine metabolism,0,0.163939429623042
MAR04695,Purine metabolism,-0.816355217505078,0.809803089253251
MAR04705,Purine metabolism,0,0.803139074587373
MAR04709,Purine metabolism,-0.173939429619875,0.094889919775369
MAR04799,Purine metabolism,0,0.0775917607652171
MAR04802,Purine metabolism,0,0.0775917607652171
MAR04804,Purine metabolism,-0.0775917634778816,0
MAR04808,Purine metabolism,0,0.0775917791764869
MAR04810,Purine metabolism,0,0.0775917791773769
MAR04812,Purine metabolism,-0.0775918832139482,0
MAR04814,Purine metabolism,0,0.0775917607651309
MAR05301,Purine metabolism,0,0.806752810798861
MAR05353,Purine metabolism,-0.799937137398277,0.816355010805334
MAR06602,Purine metabolism,0,0
MAR06603,Purine metabolism,0,0
MAR07144,Purine metabolism,0,0.267712996488619
MAR08755,Purine metabolism,0,0
MAR04016,Purine metabolism,-1000,1000
MAR04018,Purine metabolism,-1000,1000
MAR04044,Purine metabolism,-1000,1000
MAR04291,Purine metabolism,-1000,1000
MAR04420,Purine metabolism,0,1000
MAR04570,Purine metabolism,-1000,1000
MAR04572,Purine metabolism,0,1000
MAR04006,Pyrimidine metabolism,-1000,1000
MAR04028,Pyrimidine metabolism,-1000,1000
MAR04030,Pyrimidine metabolism,-5.26e-05,-4.68e-05
MAR04670,Pyrimidine metabolism,-1000,1000
MAR04673,Pyrimidine metabolism,-0.80675227960948,0.816369806048178
MAR04675,Pyrimidine metabolism,0,0.799939011392723
MAR06614,Pyrimidine metabolism,-1000,1000
MAR06615,Pyrimidine metabolism,-1000,1000
MAR06616,Pyrimidine metabolism,-1000,1000
MAR04635,Pyrimidine metabolism,-1000,1000
MAR03931,Pyrimidine metabolism,2.33999999181833e-05,1000
MAR03970,Pyrimidine metabolism,0,0.803138276872318
MAR04008,Pyrimidine metabolism,-1000,1000
MAR04032,Pyrimidine metabolism,0,0.0213583400939474
MAR04034,Pyrimidine metabolism,3.4631999824869e-05,0.0213765920939474
MAR04036,Pyrimidine metabolism,3.46319998075135e-05,0.0213765920939474
MAR04050,Pyrimidine metabolism,-0.021376592091955,-3.46320000517153e-05
MAR04056,Pyrimidine metabolism,0,0.803138951903536
MAR04059,Pyrimidine metabolism,2.34e-06,0.000270209850267429
MAR04060,Pyrimidine metabolism,0,0
MAR04127,Pyrimidine metabolism,0,0.399969450201214
MAR04177,Pyrimidine metabolism,0,0.799985700403542
MAR04179,Pyrimidine metabolism,0,0
MAR04182,Pyrimidine metabolism,0,0.799938900402913
MAR04183,Pyrimidine metabolism,0,0
MAR04192,Pyrimidine metabolism,0,0
MAR04194,Pyrimidine metabolism,0,0.0213583400939474
MAR04210,Pyrimidine metabolism,0,1000
MAR04211,Pyrimidine metabolism,0,0
MAR04343,Pyrimidine metabolism,0,0.816353924834402
MAR04345,Pyrimidine metabolism,0,0
MAR04346,Pyrimidine metabolism,0,0
MAR04484,Pyrimidine metabolism,0,0.799938633424972
MAR04485,Pyrimidine metabolism,-0.0213419600950894,0
MAR04510,Pyrimidine metabolism,0,0.0213422535858854
MAR04512,Pyrimidine metabolism,-1000,1000
MAR04577,Pyrimidine metabolism,-0.0213765920952342,-3.4631999903072e-05
MAR04579,Pyrimidine metabolism,-0.663678265491896,0.803138701222565
MAR04608,Pyrimidine metabolism,-0.0213777062754066,-3.4632e-05
MAR04575,Pyrimidine metabolism,3.46320000300625e-05,0.0213765920939474
MAR04637,Pyrimidine metabolism,-0.121724850066349,0.803126656991282
MAR04642,Pyrimidine metabolism,0,0.816356559161818
MAR04643,Pyrimidine metabolism,0,0.399969902250803
MAR04644,Pyrimidine metabolism,1.404e-05,0.0213560000945007
MAR04676,Pyrimidine metabolism,0,0.799937375998373
MAR05299,Pyrimidine metabolism,0,0.806751930660994
MAR05352,Pyrimidine metabolism,0,0.806751930663268
MAR06612,Pyrimidine metabolism,-0.803139100714519,1000
MAR06621,Pyrimidine metabolism,0,0.799937375981699
MAR06624,Pyrimidine metabolism,0,0.799937423870915
MAR06627,Pyrimidine metabolism,-1000,1.89481582226859
MAR08072,Pyrimidine metabolism,0,0.799937708853719
MAR03966,Nucleotide metabolism,0,0.399968854426185
MAR03967,Nucleotide metabolism,-1000,1000
MAR03968,Nucleotide metabolism,1.40399999963847e-05,0.816368661840283
MAR03999,Nucleotide metabolism,0,0
MAR04024,Nucleotide metabolism,-1000,1000
MAR04026,Nucleotide metabolism,-5.26e-05,-4.68e-05
MAR04061,Nucleotide metabolism,0,0
MAR04083,Nucleotide metabolism,0,1000
MAR04136,Nucleotide metabolism,0,0
MAR04180,Nucleotide metabolism,0,0.799937867181294
MAR04185,Nucleotide metabolism,0,0.266645955726727
MAR04186,Nucleotide metabolism,0,0.799937270690552
MAR04342,Nucleotide metabolism,0,0.01
MAR04483,Nucleotide metabolism,0,0.803138600510124
MAR04516,Nucleotide metabolism,0,0.799937170173735
MAR04601,Nucleotide metabolism,0,0
MAR04633,Nucleotide metabolism,0,0.799937170177145
MAR04640,Nucleotide metabolism,0,0.399968585084315
MAR04680,Nucleotide metabolism,-0.816354644764014,0.0213419600944817
MAR04806,Nucleotide metabolism,0,0.0775916856018739
MAR06625,Nucleotide metabolism,0,0.799937409505474
MAR06626,Nucleotide metabolism,0,0.799937409506331
MAR07160,Nucleotide metabolism,4.68e-05,0.400015504750664
MAR07161,Nucleotide metabolism,0,0.399980404751687
MAR07162,Nucleotide metabolism,0,0.799960809504511
MAR07163,Nucleotide metabolism,0,0.399968687999521
MAR07164,Nucleotide metabolism,0,0.799937375999916
MAR07713,Nucleotide metabolism,0,0.803138109329712
MAR07716,Nucleotide metabolism,0,0.803138109329826
MAR07717,Nucleotide metabolism,0,0.799937375997361
MAR07721,Nucleotide metabolism,0,0.79998417599716
MAR07725,Nucleotide metabolism,0,0.803138375152571
MAR07728,Nucleotide metabolism,0,0.803138109330121
MAR07801,Nucleotide metabolism,-1000,1000
MAR07863,Nucleotide metabolism,-1000,1000
MAR07864,Nucleotide metabolism,-1000,1000
MAR07865,Nucleotide metabolism,-1000,1000
MAR07866,Nucleotide metabolism,-1000,1000
MAR07867,Nucleotide metabolism,-1000,1000
MAR07868,Nucleotide metabolism,-1000,1000
MAR07869,Nucleotide metabolism,-1000,1000
MAR07870,Nucleotide metabolism,-1000,1000
MAR07871,Nucleotide metabolism,-1000,1000
MAR07872,Nucleotide metabolism,-1000,1000
MAR07873,Nucleotide metabolism,-1000,1000
MAR07874,Nucleotide metabolism,-1000,1000
MAR07875,Nucleotide metabolism,0,0.799937724964664
MAR07876,Nucleotide metabolism,-1000,1000
MAR07878,Nucleotide metabolism,0,0
MAR07879,Nucleotide metabolism,0,0.01
MAR07880,Nucleotide metabolism,0,0.01
MAR07881,Nucleotide metabolism,0,0
MAR07882,Nucleotide metabolism,-1000,1000
MAR07883,Nucleotide metabolism,0,0.799937724964664
MAR07884,Nucleotide metabolism,-1000,1000
MAR07885,Nucleotide metabolism,-1000,1000
MAR07886,Nucleotide metabolism,-1000,1000
MAR07887,Nucleotide metabolism,-1000,1000
MAR07888,Nucleotide metabolism,-1000,1000
MAR07889,Nucleotide metabolism,0,0
MAR07890,Nucleotide metabolism,0,1000
MAR07891,Nucleotide metabolism,-1000,1000
MAR07892,Nucleotide metabolism,-1000,1000
MAR07893,Nucleotide metabolism,0,0
MAR08083,Nucleotide metabolism,0,0
MAR08085,Nucleotide metabolism,0,0
MAR08087,Nucleotide metabolism,0,0
MAR08443,Nucleotide metabolism,0,0
MAR08444,Nucleotide metabolism,0,0
MAR08445,Nucleotide metabolism,4.68e-05,5.26e-05
MAR08448,Nucleotide metabolism,-1000,1000
MAR08449,Nucleotide metabolism,-1000,1000
MAR08450,Nucleotide metabolism,-1000,1000
MAR08451,Nucleotide metabolism,-1000,1000
MAR08452,Nucleotide metabolism,-1000,1000
MAR08453,Nucleotide metabolism,-1000,1000
MAR08454,Nucleotide metabolism,-1000,1000
MAR08455,Nucleotide metabolism,-1000,1000
MAR08456,Nucleotide metabolism,-1000,1000
MAR08457,Nucleotide metabolism,-1000,1000
MAR08458,Nucleotide metabolism,-1000,1000
MAR08459,Nucleotide metabolism,-1000,1000
MAR08460,Nucleotide metabolism,-1000,1000
MAR08462,Nucleotide metabolism,-1000,1000
MAR08463,Nucleotide metabolism,-1000,1000
MAR08464,Nucleotide metabolism,-1000,1000
MAR08465,Nucleotide metabolism,-1000,1000
MAR08466,Nucleotide metabolism,-1000,1000
MAR08467,Nucleotide metabolism,-1000,1000
MAR08468,Nucleotide metabolism,-1000,1000
MAR08469,Nucleotide metabolism,-1000,1000
MAR08470,Nucleotide metabolism,-1000,1000
MAR08471,Nucleotide metabolism,-1000,1000
MAR08472,Nucleotide metabolism,-1000,1000
MAR08473,Nucleotide metabolism,0,0.16393942962249
MAR08474,Nucleotide metabolism,0,0.26771285110007
MAR08482,Nucleotide metabolism,0,1000
MAR08485,Nucleotide metabolism,0,0
MAR08486,Nucleotide metabolism,-1000,0.813278303504062
MAR08487,Nucleotide metabolism,0,0
MAR08488,Nucleotide metabolism,0,0
MAR08489,Nucleotide metabolism,0,0.01
MAR03802,"Alanine, aspartate and glutamate metabolism",-1000,1000
MAR03804,"Alanine, aspartate and glutamate metabolism",-1000,1000
MAR03811,"Alanine, aspartate and glutamate metabolism",0,0.154074681622004
MAR03813,"Alanine, aspartate and glutamate metabolism",-0.154074681601521,0
MAR03827,"Alanine, aspartate and glutamate metabolism",-0.139957790601496,0
MAR03831,"Alanine, aspartate and glutamate metabolism",0,0.154074681623479
MAR03865,"Alanine, aspartate and glutamate metabolism",0,0.00461381212887818
MAR03870,"Alanine, aspartate and glutamate metabolism",0,0.00529346417613862
MAR03890,"Alanine, aspartate and glutamate metabolism",0,0.799939971835619
MAR03892,"Alanine, aspartate and glutamate metabolism",0,0
MAR03899,"Alanine, aspartate and glutamate metabolism",-0.59354282460261,0.771473549965057
MAR04109,"Alanine, aspartate and glutamate metabolism",0,0.0213419600941073
MAR04114,"Alanine, aspartate and glutamate metabolism",0,0.980840663556687
MAR04115,"Alanine, aspartate and glutamate metabolism",0,0
MAR04118,"Alanine, aspartate and glutamate metabolism",0,0.00939950425464531
MAR04196,"Alanine, aspartate and glutamate metabolism",0,0.980840825458617
MAR04197,"Alanine, aspartate and glutamate metabolism",0,0
MAR04287,"Alanine, aspartate and glutamate metabolism",0,0.01
MAR04693,"Alanine, aspartate and glutamate metabolism",0,0.01
MAR06780,"Alanine, aspartate and glutamate metabolism",2.34e-05,2.62999999904423e-05
MAR06970,"Alanine, aspartate and glutamate metabolism",0,0
MAR07642,"Alanine, aspartate and glutamate metabolism",-0.592092024619826,0.01
MAR03807,Arginine and proline metabolism,0,0
MAR03833,Arginine and proline metabolism,0,2.367e-05
MAR03835,Arginine and proline metabolism,0,2.367e-05
MAR03837,Arginine and proline metabolism,0,0.0220355667265046
MAR03838,Arginine and proline metabolism,-0.0220355667245457,0
MAR03956,Arginine and proline metabolism,0,0.799937045365937
MAR04073,Arginine and proline metabolism,0,0
MAR04075,Arginine and proline metabolism,0,0
MAR04077,Arginine and proline metabolism,0,0
MAR04212,Arginine and proline metabolism,0,0.0302934769998971
MAR04422,Arginine and proline metabolism,0,0.030293477
MAR04583,Arginine and proline metabolism,-0.020293477,0
MAR04606,Histidine metabolism,0,0.399968825531382
MAR04607,Histidine metabolism,0,0.399968825535608
MAR04776,Arginine and proline metabolism,0,0
MAR04777,Arginine and proline metabolism,0,0
MAR04778,Arginine and proline metabolism,0,0
MAR04779,Arginine and proline metabolism,0,0
MAR04780,Arginine and proline metabolism,0,0
MAR04781,Arginine and proline metabolism,0,0
MAR04784,Arginine and proline metabolism,0,0
MAR04786,Arginine and proline metabolism,0,0
MAR05384,Arginine and proline metabolism,0,0
MAR06938,Arginine and proline metabolism,0,0
MAR06965,Arginine and proline metabolism,0,0
MAR06966,Arginine and proline metabolism,0,0
MAR08098,Arginine and proline metabolism,0,0
MAR08427,Arginine and proline metabolism,0,0
MAR08603,Arginine and proline metabolism,0,0
MAR08604,Arginine and proline metabolism,0,0
MAR08605,Arginine and proline metabolism,0,0
MAR08609,Arginine and proline metabolism,0,0.0220355667275881
MAR08610,Arginine and proline metabolism,0,2.367e-05
MAR03752,"Glycine, serine and threonine metabolism",0,1000
MAR03770,"Glycine, serine and threonine metabolism",-1000,1000
MAR03784,"Glycine, serine and threonine metabolism",-1000,1000
MAR03839,"Glycine, serine and threonine metabolism",0,0.357995488018659
MAR03841,"Glycine, serine and threonine metabolism",0,0.357995488015622
MAR03843,"Glycine, serine and threonine metabolism",0,0.357995488015622
MAR03883,"Glycine, serine and threonine metabolism",0,0.388523374106321
MAR03939,"Glycine, serine and threonine metabolism",-0.0220944982054444,0
MAR03974,"Glycine, serine and threonine metabolism",0,0.388523374106321
MAR04198,"Glycine, serine and threonine metabolism",0,0
MAR04200,"Glycine, serine and threonine metabolism",0,0.388523374106321
MAR04582,"Glycine, serine and threonine metabolism",0,0.0202934769999062
MAR04584,"Glycine, serine and threonine metabolism",0,0
MAR04696,"Glycine, serine and threonine metabolism",0,0
MAR04697,"Glycine, serine and threonine metabolism",0,0
MAR04698,"Glycine, serine and threonine metabolism",0,0
MAR04742,"Glycine, serine and threonine metabolism",0,0.0220944982064001
MAR04792,"Glycine, serine and threonine metabolism",-0.142384347139464,0
MAR05392,"Glycine, serine and threonine metabolism",0,0.133323270685739
MAR05393,"Glycine, serine and threonine metabolism",0,0.133323270686938
MAR06409,"Glycine, serine and threonine metabolism",-1.79467803987717,0
MAR07702,"Glycine, serine and threonine metabolism",-0.01,0
MAR08433,"Glycine, serine and threonine metabolism",0,0.140532988971657
MAR08434,"Glycine, serine and threonine metabolism",0,0.140532988971731
MAR08435,"Glycine, serine and threonine metabolism",0,0.14053298897168
MAR08436,"Glycine, serine and threonine metabolism",0,0.140532988971887
MAR08437,"Glycine, serine and threonine metabolism",-0.140532893986991,0
MAR08440,"Glycine, serine and threonine metabolism",0,0
MAR08441,"Glycine, serine and threonine metabolism",0,0
MAR04428,Histidine metabolism,0,0.00917622
MAR04429,Histidine metabolism,0,0
MAR04430,Histidine metabolism,0,0
MAR04431,Histidine metabolism,0,0
MAR05338,Histidine metabolism,0,0.564711293957075
MAR05339,Histidine metabolism,0,0.564711293961705
MAR08783,Histidine metabolism,0,0
MAR08784,Histidine metabolism,0,0
MAR04239,Lysine metabolism,0,0.0184862136969111
MAR04288,Lysine metabolism,0,0.0184862136969111
MAR04597,Lysine metabolism,-0.0184862136953485,0
MAR04599,Lysine metabolism,0,0.0184862136976975
MAR04668,Lysine metabolism,0,0.0184862136971195
MAR04737,Lysine metabolism,0,0.0184862136976975
MAR04739,Lysine metabolism,0,0.0184862136976975
MAR06415,Lysine metabolism,0,0.0184862136971195
MAR06974,Lysine metabolism,2.34e-05,0.00264668175329058
MAR06975,Lysine metabolism,2.34e-05,0.00264668175324479
MAR06976,Lysine metabolism,2.34e-05,0.00264668175324479
MAR06977,Lysine metabolism,2.34e-05,0.00264668175324479
MAR06978,Lysine metabolism,2.34e-05,0.00264668175324479
MAR06979,Lysine metabolism,2.34e-05,0.00264668175324479
MAR06980,Lysine metabolism,2.34e-05,0.00264668175324479
MAR06981,Lysine metabolism,2.34e-05,0.00264668175324479
MAR06982,Lysine metabolism,2.34e-05,0.00264668175324479
MAR08025,Lysine metabolism,0,0
MAR08026,Lysine metabolism,0,0
MAR08027,Lysine metabolism,0,0
MAR08029,Lysine metabolism,0,0
MAR03164,Tryptophan metabolism,0,0.0220355667266436
MAR03166,Tryptophan metabolism,0,0.0220355667268293
MAR03885,Tryptophan metabolism,0,0.0227802880224448
MAR08091,Tryptophan metabolism,0,0
MAR08092,Tryptophan metabolism,0,0
MAR08563,Tryptophan metabolism,0,0
MAR03935,Tyrosine metabolism,-1000,1000
MAR04681,Tyrosine metabolism,0,0
MAR04682,Tyrosine metabolism,0,0
