ReactionID,minFlux,maxFlux
MAR05145,0.02898193,0.036624605
MAR05146,0.05796386,0.067324952
MAR05147,0.066014397,0.079801719
MAR05148,0.035422359,0.041754861
MAR05149,0.012880858,0.015051357
MAR05150,0.056353753,0.067587063
MAR07171,0,0.064591529
MAR07174,0,0.029747376
MAR07175,0,0.029747376
MAR07180,0,0.067607672
MAR07181,0,0.067607672
MAR07436,0,0.266615315
MAR07438,0,0.064591529
MAR07440,0,0.030858273
MAR08257,0,0.266615315
MAR01532,-0.032975443,0
MAR07254,0,0.032975443
MAR07261,0,0
MAR07263,0,0.272880481
MAR07264,0,0.04347998
MAR07265,0,0.04347998
MAR07266,1.30E-19,0.04347998
MAR07267,0,0.04347998
MAR07268,0,0.04347998
MAR07269,0,0.04347998
MAR07270,0,0.04347998
MAR07271,1.70E-19,0.662328981
MAR07274,0,0.04347998
MAR07275,0,0.04347998
MAR07276,0,0.04347998
MAR07277,0,0.04347998
MAR07278,0,0.13043994
MAR07279,0,0.04347998
MAR07280,0,0.04347998
MAR07281,0,0.04347998
MAR07285,0,0.04347998
MAR07286,0,0.04347998
MAR07287,0,0.04347998
MAR07288,0,0.04060348
MAR07289,0,0.04347998
MAR07290,0,0.04347998
MAR07291,0,0.04060348
MAR07293,0,0.041081489
MAR07300,0,0
MAR07308,0,0.04347998
MAR07309,0,0.04347998
MAR07310,0,0.04347998
MAR07311,0,0
MAR07312,0,0
MAR07313,0,0.04347998
MAR07314,0,0.04347998
MAR07315,0,0.04347998
MAR07316,0,0.04060348
MAR07317,0,0.04347998
MAR07318,0,0.04347998
MAR07319,0,0.04347998
MAR07320,0,0.04347998
MAR07321,0,0.04347998
MAR07322,0,0.04347998
MAR07323,0,0.04347998
MAR07324,0,0.04347998
MAR07325,0,0.04347998
MAR07327,0,0.039298512
MAR07332,0,0.037225775
MAR07333,0,0.037225775
MAR07334,0,0.037225775
MAR07428,0,0.036679974
MAR07574,0,0.04347998
MAR07575,0,0.036679974
MAR07576,0,0.036679974
MAR07577,0,0.036679974
MAR07578,0,0.036679974
MAR07580,0,1.005147308
MAR07582,0,0.039153435
MAR07585,0,0
MAR07586,0,0
MAR07587,0,0
MAR08691,0,0.04347998
MAR08693,0,0.039298512
MAR05151,0,0.000218362
MAR05156,0,0.001872218
MAR05157,0,0.001531925
MAR05164,0,0.000200053
MAR05165,0,0.00026216
MAR05166,0.001610107,0.002044207
MAR05171,0.001610107,0.001789008
MAR07617,0,0
MAR07618,0,0
MAR09735,0,0.45764594
MAR07621,0,0.45764594
MAR07622,0,0.45764594
MAR07624,0,0
MAR07626,0,0
MAR05267,0,0.001872218
MAR05274,0,0
MAR05282,0.003002784,0.00358883
MAR05284,0,0
MAR05288,0,0
MAR05407,0,1.143218961
MAR03915,0,0.008389893
MAR04084,0,0
MAR04187,0,0
MAR08662,-1000,0
MAR08663,-1000,0
MAR08667,-1000,0
MAR08668,-1000,0
MAR00710,0,1.859983082
MAR03787,0,0.465775981
MAR03957,0,1.979955661
MAR03958,0,0
MAR04111,0,0
MAR04112,0,0
MAR04113,0,0
MAR04139,0,1.7492317
MAR04141,-0.845197473,2.730616487
MAR04145,-1.247013172,1.01
MAR04147,0,2.832024993
MAR04149,0,0.888133526
MAR04152,-1000,0
MAR04209,0,0
MAR04408,-14.97114797,0
MAR04410,-2.730616487,14.05813868
MAR04454,0,1000
MAR04456,0,0
MAR04458,0,0
MAR04585,0,0
MAR04586,0,1000
MAR04587,0,0
MAR04588,-1000,0
MAR04589,0,0
MAR04652,-999.7750383,2.832024993
MAR05294,0,0.93816352
MAR05297,0,0.585799071
MAR06411,0,0
MAR06413,0,0
MAR06414,0,0
MAR08743,0,1000
MAR08772,0,0.663332786
MAR08773,0,0.663332786
MAR08775,0,0.663332786
MAR08777,0,0.420473005
MAR08778,0,0.420473005
MAR08780,0,0.663332786
MAR03975,0,0
MAR03977,0,0
MAR03979,0,0.477121316
MAR06911,0,1000
MAR06912,0.008050536,3.035931348
MAR06914,0,2.253240808
MAR06916,5,13.74000233
MAR06918,3.263083966,4.798410779
MAR06921,2.78823196,5.449770213
MAR03960,0.409859709,0.5
MAR03980,0,0.473968645
MAR03982,0,0.223808028
MAR08410,0.001,0.023992054
MAR00188,0,0.22208747
MAR00192,0,0.001670122
MAR00196,0,0.253439808
MAR00200,-0.115011213,0
MAR00204,-0.150715151,0
MAR00209,0,0.150715151
MAR00213,0,0.001338192
MAR00217,0,0
MAR00226,0,505.5765955
MAR00233,0,0.179387754
MAR00237,0,0.001004825
MAR00241,-0.099338659,0
MAR00245,0,0.099338659
MAR00249,0,0.298670553
MAR00255,-0.225323089,0
MAR00259,0,0.139858804
MAR00263,0,0
MAR00267,0,0.282925428
MAR00271,-0.000335255,0.225219314
MAR00275,-0.136095711,0
MAR00279,0,0.195238786
MAR00283,0,0.355199381
MAR00289,-0.132289847,0
MAR00293,0,0.343879796
MAR00297,-0.124918385,0
MAR00301,0,0.128975514
MAR00305,0,0.076400831
MAR00309,0,0.179754237
MAR00313,-0.645912243,0.257141674
MAR00319,-0.656546136,0.181620429
MAR00323,0,0.118921454
MAR00327,0,0.166551918
MAR00331,0,0.646700725
MAR00337,0,0.656952276
MAR00341,0,0.507278841
MAR00345,0,0.513722782
MAR00349,-0.612976511,0.00697921
MAR00353,0,0.133659359
MAR00357,0,0.131790487
MAR00361,0,0.139322938
MAR00365,0,0.138095361
MAR00369,-0.133480256,0
MAR00373,-0.087479838,0
MAR00377,0,0.147597327
MAR00381,-0.017230443,0
MAR00385,-0.017528052,0
MAR00389,-0.127535024,0
MAR00393,-0.142076255,0
MAR00397,0,0.159109368
MAR00401,0,0.130840039
MAR00405,0,0.128455684
MAR00409,0,0.137470629
MAR00413,0,0.1401795
MAR00417,-0.14191188,0
MAR00421,-0.092884186,0
MAR00425,-0.120961861,0
MAR00429,-0.163568853,0
MAR00433,-0.157594877,0
MAR00437,0,0.125922277
MAR02942,0,0
MAR02943,0,0
MAR02944,0,0
MAR02945,0,0
MAR02946,0,0
MAR02947,0,0
MAR02948,0,0
MAR02949,-0.136599899,0.103257668
MAR02951,0,0
MAR02952,0,0
MAR02954,0,0
MAR02955,0,0
MAR02956,0,0
MAR02957,0,0
MAR02959,0,0
MAR02961,0,0
MAR02962,0,0
MAR02963,0,0
MAR02964,0,0
MAR02965,0,0
MAR02966,0,0
MAR02967,0,0
MAR02968,0,0
MAR02969,0,0
MAR02970,0,0
MAR02971,0,0
MAR02972,0,0
MAR02973,0,0.133008924
MAR02974,0,0
MAR02975,0,0
MAR02976,0,0
MAR02977,0,0
MAR02978,0,0
MAR02979,0,0
MAR02980,0,0
MAR02981,0,0.354602036
MAR02982,0,0.083298873
MAR02983,0,0
MAR02984,0,-1.21E-33
MAR02985,0,0
MAR02986,0,0
MAR02987,0,0
MAR02988,0,0
MAR02989,0,0
MAR02990,0,0
MAR02991,0,-3.92E-33
MAR02992,0,0
MAR02994,0,-9.46E-34
MAR02996,0,0.059646868
MAR02998,0,0
MAR02999,0,0
MAR03000,0,0
MAR03001,0,0
MAR03002,0,0
MAR03003,0,0
MAR02152,-1.56E-17,0.275129718
MAR02153,1.29E-20,0.275129718
MAR02154,0,0.275129718
MAR02155,0,0.275129718
MAR02156,0,0.275129718
MAR02157,-6.53E-32,0.275129718
MAR02158,0,0.275129718
MAR02159,0,0.275129718
MAR02160,0,0.275129718
MAR02161,0,0.275129718
MAR02162,0,0.275129718
MAR02163,3.33E-21,0.275129718
MAR02164,0,0.275129718
MAR02165,0,0.275129718
MAR02166,0,0.275129718
MAR02167,0,0.275129718
MAR02168,0,0.275129718
MAR02169,0,0.275129718
MAR02170,0,0.275129718
MAR02171,0,0.275129718
MAR02173,0,0.249253185
MAR02174,0,0.249253185
MAR02175,0,0.249253185
MAR02176,0,0.249253185
MAR02178,0,0.234846665
MAR02179,0,0.234846665
MAR02180,0,0.234846665
MAR02181,0,0.234846665
MAR04156,0,3.274930975
MAR02227,0,0.262833513
MAR02228,0,0.262833513
MAR02229,0,0.262833513
MAR02230,0,0.262833513
MAR02231,0,0.262833513
MAR02232,0,0.262833513
MAR02233,0,0.262833513
MAR02234,0,0.262833513
MAR02235,0,0.262833513
MAR02236,0,0.262833513
MAR02237,0,0.262833513
MAR02238,0,0.262833513
MAR02239,0,0.262833513
MAR02240,0,0.262833513
MAR02241,0,0.262833513
MAR02242,0,0.262833513
MAR02243,0,0.262833513
MAR02244,0,0.262833513
MAR02245,0,0.262833513
MAR02246,0,0.262833513
MAR02247,0,0.262833513
MAR02249,-2.28E-19,0.235857543
MAR02250,0,0.235857543
MAR02251,0,0.235857543
MAR02252,0,0.235857543
MAR02254,0,0.213619389
MAR02255,0,0.213619389
MAR02256,0,0.213619389
MAR02257,0,0.213619389
MAR02305,0,0.183843491
MAR02307,0,0.183843491
MAR02309,0,0.183843491
MAR02311,0,0.183843491
MAR02315,0,0.173154604
MAR02317,0,0.173154604
MAR02319,-1.39E-20,0.173154604
MAR02321,0,0.173154604
MAR02324,0,0.648038992
MAR02326,0,0.648038992
MAR02328,0,0.648038992
MAR02330,0,0.648038992
MAR02332,-6.76E-19,0.513716109
MAR02334,0,0.513716109
MAR02336,-6.79E-19,0.513716109
MAR02338,0,0.513716109
MAR02342,0,0.132161441
MAR02343,0,0.132161441
MAR02344,1.90E-17,0.132161441
MAR02345,0,0.132161441
MAR02347,0,0.124791709
MAR02348,-2.98E-20,0.124791709
MAR02349,0,0.124791709
MAR02350,0,0.124791709
MAR02353,0,0.118800681
MAR02354,0,0.118800681
MAR02355,0,0.118800681
MAR02356,0,0.118800681
MAR02361,0,0.128882759
MAR02362,0,0.128882759
MAR02363,0,0.128882759
MAR02364,0,0.128882759
MAR02190,0,0.28274106
MAR02191,0,0.28274106
